Student ID,Interests,Career Goals,Matched Courses
1814,enterprise resource planning,IT Consultant,Information Systems
1815,leadership in technology projects,Technical Director,Engineering Management
1816,Project lifecycle management,Program Manager,Project Management
1817,Predictive analytics,Machine Learning Engineer,Data Science
1818,Microelectronics,Control Systems Engineer,Electrical Engineering
1819,digital forensics,Chief Information Security Officer,Cybersecurity
1820,software design patterns,Systems Architect,Software Engineering
1821,Predictive analytics,Data Scientist,Data Science
1822,healthcare applications development,Health IT Project Manager,Health Information Technology
1823,automation technology,Mechanical Design Engineer,Mechanical Engineering
1824,cloud services,DevOps Engineer,Software Engineering
1825,Electronic health records,Health IT Project Manager,Health Information Technology
1826,statistical methods,Business Intelligence Analyst,Data Science
1827,computational theory,Research Scientist,Computer Science
1828,advanced material science,Robotics Engineer,Mechanical Engineering
1829,data warehousing,IT Consultant,Information Systems
1830,continuous integration and deployment,Software Developer,"Software Engineering, Computer Science"
1831,Intrusion detection,Network Security Engineer,Cybersecurity
1832,digital forensics,Security Analyst,Cybersecurity
1833,Process optimization,Operations Manager,"Engineering Management, Project Management"
1834,network security,IT Consultant,Information Systems
1835,cloud services,Software Developer,"Software Engineering, Computer Science"
1836,artificial intelligence,Systems Analyst,"Computer Science, Information Systems"
1837,Intrusion detection,Network Security Engineer,Cybersecurity
1838,cloud services,Software Developer,"Software Engineering, Computer Science"
1839,statistical methods,Machine Learning Engineer,Data Science
1840,statistical methods,Business Intelligence Analyst,Data Science
1841,data privacy,Health IT Project Manager,Health Information Technology
1842,enterprise resource planning,Database Administrator,Information Systems
1843,Microelectronics,Control Systems Engineer,Electrical Engineering
1844,System integration,Systems Analyst,"Information Systems, Computer Science"
1845,power systems,Control Systems Engineer,Electrical Engineering
1846,automation technology,Mechanical Design Engineer,Mechanical Engineering
1847,big data technologies,Machine Learning Engineer,Data Science
1848,quality assurance,Technical Director,Engineering Management
1849,Algorithm optimization,Research Scientist,Computer Science
1850,Algorithm optimization,Research Scientist,Computer Science
1851,strategic planning,Engineering Project Manager,Engineering Management
1852,Predictive analytics,Business Intelligence Analyst,Data Science
1853,Electronic health records,Clinical Informatics Specialist,Health Information Technology
1854,artificial intelligence,Systems Analyst,"Computer Science, Information Systems"
1855,embedded systems design,Control Systems Engineer,Electrical Engineering
1856,cost control,Program Manager,Project Management
1857,advanced programming,Research Scientist,Computer Science
1858,data warehousing,Systems Analyst,"Information Systems, Computer Science"
1859,digital forensics,Network Security Engineer,Cybersecurity
1860,artificial intelligence,Systems Analyst,"Computer Science, Information Systems"
1861,continuous integration and deployment,Systems Architect,Software Engineering
1862,cloud services,Systems Architect,Software Engineering
1863,fluid mechanics,HVAC Engineer,Mechanical Engineering
1864,advanced material science,Mechanical Design Engineer,Mechanical Engineering
1865,agile and traditional project methodologies,Operations Manager,"Engineering Management, Project Management"
1866,cost control,Operations Manager,"Engineering Management, Project Management"
1867,fluid mechanics,HVAC Engineer,Mechanical Engineering
1868,compliance and policy,Network Security Engineer,Cybersecurity
1869,embedded systems design,Communications Engineer,Electrical Engineering
1870,embedded systems design,Control Systems Engineer,Electrical Engineering
1871,Microelectronics,Electrical Design Engineer,Electrical Engineering
1872,secure software development,Security Analyst,Cybersecurity
1873,big data technologies,Data Scientist,Data Science
1874,embedded systems design,Communications Engineer,Electrical Engineering
1875,Full-stack development,Systems Architect,Software Engineering
1876,Intrusion detection,Security Analyst,Cybersecurity
1877,healthcare applications development,Clinical Informatics Specialist,Health Information Technology
1878,automation technology,Robotics Engineer,Mechanical Engineering
1879,cloud services,Software Developer,"Software Engineering, Computer Science"
1880,cost control,Operations Manager,"Engineering Management, Project Management"
1881,software design patterns,Systems Architect,Software Engineering
1882,agile and traditional project methodologies,Project Manager,Project Management
1883,Full-stack development,DevOps Engineer,Software Engineering
1884,System integration,Systems Analyst,"Information Systems, Computer Science"
1885,digital forensics,Chief Information Security Officer,Cybersecurity
1886,Intrusion detection,Chief Information Security Officer,Cybersecurity
1887,power systems,Control Systems Engineer,Electrical Engineering
1888,advanced programming,Systems Analyst,"Computer Science, Information Systems"
1889,strategic planning,Technical Director,Engineering Management
1890,fluid mechanics,Robotics Engineer,Mechanical Engineering
1891,Project lifecycle management,Project Manager,Project Management
1892,power systems,Communications Engineer,Electrical Engineering
1893,deep learning,Business Intelligence Analyst,Data Science
1894,Algorithm optimization,Research Scientist,Computer Science
1895,cost control,Project Manager,Project Management
1896,big data technologies,Data Scientist,Data Science
1897,stakeholder engagement,Project Manager,Project Management
1898,strategic planning,Operations Manager,"Engineering Management, Project Management"
1899,Full-stack development,Systems Architect,Software Engineering
